US009052008 43.7333 -96.6333 Minnehaha_County South_Dakota
USC00300307 42.5333 -77.4667 Steuben_County New_York
USC00300317 42.8108 -78.3978 Wyoming_County New_York
USC00300321 42.9328 -76.5447 Auburn Cayuga_County
USC00300331 42.7339 -76.6592 Cayuga_County New_York
USC00300343 42.9203 -77.7558 Avon Ashantee
USC00300351 40.7167 -73.3667 West_Babylon Suffolk_County
USC00300360 42.2833 -75.4500 Chenango_County New_York
USC00300364 40.9339 -72.7394 Calverton Suffolk_County
USC00300368 43.6167 -74.0333 Warren_County New_York
USC00300379 43.1500 -76.3333 Baldwinsville Onondaga_County
USC00300386 42.9333 -73.8500 Saratoga_County New_York
USC00300393 42.0333 -74.6000 Ulster_County New_York
USC00300412 43.3667 -78.4833 Golden_Hill_State_Park County_Line
USC00300424 43.8167 -75.8000 Lewis_County New_York
USC00300443 43.0303 -78.1692 Genesee_County New_York
USC00300448 42.3489 -77.3478 Steuben_County New_York
USC00300452 43.1014 -73.4319 Washington_County New_York
USC00300500 43.8833 -75.4333 Lewis_County New_York
USC00300505 42.6667 -78.3833 Wyoming_County New_York
USC00300511 41.2333 -73.7167 Westchester_County New_York
USC00300540 42.1167 -75.1167 Delaware_County New_York
USC00300608 43.5317 -75.9525 Oswego_County New_York
USC00300613 42.8561 -78.3958 Wyoming_County New_York
USC00300621 40.6000 -73.9667 New_York Gravesend
USC00300641 42.6167 -73.3667 Rensselaer_County New_York
USC00300652 42.7167 -73.3167 Rensselaer_County New_York
USC00300654 42.6000 -74.1500 Albany_County New_York
USC00300655 42.6500 -74.1667 Albany_County New_York
USC00300658 42.5833 -74.1833 Albany_County New_York
USC00300668 43.8000 -74.8667 Herkimer_County New_York
USC00300681 42.1000 -75.9000 Binghamton Broome_County
USC00300684 42.2117 -75.9858 Broome_County New_York
USC00300706 44.0000 -75.8167 Jefferson_County New_York
USC00300732 41.5311 -74.4803 Sullivan_County New_York
USC00300746 43.8667 -74.4333 Hamilton_County New_York
USC00300766 42.1225 -78.2064 Allegany_County New_York
USC00300772 43.5667 -73.6500 Bolton_Landing Warren_County
USC00300774 44.1333 -75.3833 Lewis_County New_York
USC00300780 43.5167 -75.3667 Lewis_County New_York
USC00300785 43.4361 -75.3697 Oneida_County New_York
USC00300795 42.8333 -75.5833 Madison_County New_York
USC00300799 42.2667 -74.7333 Delaware_County New_York
USC00300808 41.4500 -73.7333 Kent_Cliffs Putnam_County
USC00300816 42.3667 -77.1000 Schuyler_County New_York
USC00300817 42.3833 -77.1167 Steuben_County New_York
USC00300828 43.9333 -74.8500 Herkimer_County New_York
USC00300862 40.7833 -73.2500 Brentwood East_Brentwood
USC00300870 43.2386 -76.1964 Onondaga_County New_York
USC00300878 41.4333 -73.6000 Dykemans Putnam_County
USC00300889 40.9461 -72.3069 Bridgehampton Hayground
USC00300910 42.7481 -77.3425 Grange_Landing Ontario_County
USC00300921 42.7000 -77.3833 Bristol_Springs Ontario_County
USC00300929 43.0508 -74.1981 Broadalbin Fulton_County
USC00300937 43.2000 -77.9333 Monroe_County New_York
USC00300957 42.8000 -75.3333 Madison_County New_York
USC00300958 40.6892 -73.9550 Bed-Stuy New_York
USC00300961 40.8369 -73.8494 Westchester_Square New_York
USC00300981 44.2167 -75.0667 St._Lawrence_County New_York
USC00300985 41.9500 -74.2167 Ashokan Ulster_County
USC00301010 42.8833 -78.8833 Buffalo Erie_County
USC00301011 42.9461 -78.8367 Buffalo Erie_County
USC00301018 42.9333 -78.9000 Buffalo Erie_County
USC00301032 42.4167 -76.8333 Schuyler_County New_York
USC00301040 44.9167 -74.2000 Franklin_County New_York
USC00301052 42.8000 -74.2667 Eaton_Corners Montgomery_County
USC00301065 42.1667 -74.4000 Greene_County New_York
USC00301068 42.9361 -73.4325 Rensselaer_County New_York
USC00301079 41.9167 -74.6667 Sullivan_County New_York
USC00301093 42.3167 -74.0167 Cairo Greene_County
USC00301095 42.3167 -74.0331 Greene_County New_York
USC00301101 41.7667 -75.0500 Sullivan_County New_York
USC00301102 41.8275 -74.9506 Sullivan_County New_York
USC00301103 41.7794 -75.0444 Sullivan_County New_York
USC00301110 43.3306 -75.8417 Oneida_County New_York
USC00301136 42.4167 -73.4000 Columbia_County New_York
USC00301138 43.2500 -74.5167 Hamilton_County New_York
USC00301144 42.9167 -74.5833 Montgomery_County New_York
USC00301152 42.8453 -77.2808 Ontario_County New_York
USC00301156 42.4667 -77.7833 Canaseraga Allegany_County
USC00301160 43.0833 -75.7667 Canastota Quality_Hill
USC00301168 42.1944 -76.3128 Tioga_County New_York
USC00301170 42.3833 -78.1833 Allegany_County New_York
USC00301173 42.2608 -77.6161 Steuben_County New_York
USC00301196 44.1333 -76.3333 Jefferson_County New_York
USC00301207 41.4333 -73.6833 Carmel_Hamlet Putnam_County
USC00301211 41.4725 -73.6550 Lake_Carmel Kent_Corners
USC00301220 43.6167 -73.3000 Rutland_County Vermont
USC00301260 42.2333 -73.8667 Hamburg Greene_County
USC00301265 42.9481 -76.7342 Mud_Lock Cayuga_County
USC00301272 42.9167 -75.8667 Rippleton Madison_County
USC00301288 42.2167 -73.7667 Columbia_County New_York
USC00301291 42.9333 -75.1167 Herkimer_County New_York
USC00301292 42.9000 -75.0833 Otsego_County New_York
USC00301309 40.8839 -73.3722 Huntington Huntington_Beach
USC00301387 44.7500 -74.2167 Franklin_County New_York
USC00301391 42.3667 -73.6000 Chatham Buckleyville
USC00301395 42.2167 -79.4667 Wahmeda Chautauqua_County
USC00301401 44.8786 -73.3953 Clinton_County New_York
USC00301413 42.0025 -76.6383 Chemung_County New_York
USC00301414 42.2333 -75.8500 Broome_County New_York
USC00301415 42.2167 -75.8500 Broome_County New_York
USC00301424 42.9097 -75.1108 Herkimer_County New_York
USC00301433 42.6167 -73.4167 Rensselaer_County New_York
USC00301434 42.6333 -73.3500 Rensselaer_County New_York
USC00301436 42.8239 -74.7386 Otsego_County New_York
USC00301442 42.5833 -78.0167 Livingston_County New_York
USC00301466 42.1667 -75.4000 Delaware_County New_York
USC00301471 42.1000 -75.3833 Delaware_County New_York
USC00301484 43.1000 -77.8833 Churchville Monroe_County
USC00301492 42.5433 -75.8947 Cortland_County New_York
USC00301510 43.0167 -78.6167 Erie_County New_York
USC00301521 41.9133 -74.5722 Sullivan_County New_York
USC00301523 41.9167 -74.6000 Sullivan_County New_York
USC00301541 43.2333 -75.8833 Cleveland Oswego_County
USC00301580 43.0589 -76.8386 Wayne_County New_York
USC00301589 42.6667 -74.5000 Cobleskill Schoharie_County
USC00301593 42.6833 -74.4833 Cobleskill Schoharie_County
USC00301595 42.6667 -74.4333 Schoharie_County New_York
USC00301598 42.4667 -73.8000 Ravena Albany_County
USC00301603 42.4667 -77.5000 Steuben_County New_York
USC00301615 42.0167 -74.2667 Cold_Brook Ulster_County
USC00301618 40.8667 -73.4667 Laurel_Hollow Nassau_County
USC00301623 42.6631 -78.6831 Erie_County New_York
USC00301625 42.6472 -78.7111 Erie_County New_York
USC00301664 44.5842 -74.9572 St._Lawrence_County New_York
USC00301700 42.0333 -75.8000 Broome_County New_York
USC00301702 42.0639 -75.8103 Broome_County New_York
USC00301708 43.3203 -73.9256 Saratoga_County New_York
USC00301713 43.3167 -73.9167 Saratoga_County New_York
USC00301723 44.9167 -74.3000 Franklin_County New_York
USC00301728 43.2500 -76.0000 Constantia Oswego_County
USC00301732 43.3425 -76.0006 Oswego_County New_York
USC00301752 42.7167 -74.9267 Otsego_County New_York
USC00301761 42.1131 -73.5522 Copake_Lake Columbia_County
USC00301765 43.9000 -75.6833 Lewis_County New_York
USC00301771 43.2500 -73.8333 Warren_County New_York
USC00301787 42.1342 -77.0692 Denmark Steuben_County
USC00301792 42.0667 -77.0500 Steuben_County New_York
USC00301794 42.1333 -77.1500 Steuben_County New_York
USC00301799 42.6000 -76.1833 Cortland Cortland_County
USC00301850 41.9667 -74.8667 Craigie_Clair Sullivan_County
USC00301896 41.2667 -73.6833 Whitehall_Corners Westchester_County
USC00301904 41.3500 -73.6667 Butlerville Westchester_County
USC00301912 41.2333 -73.8000 Westchester_County New_York
USC00301949 41.0167 -72.5000 Cutchogue Cutchogue_Station
USC00301966 44.7192 -73.7206 Dannemora Clinton_County
USC00301974 42.5650 -77.7175 Dansville Cumminsville
USC00301987 42.4667 -74.8000 Delaware_County New_York
USC00302001 40.8833 -73.7667 New_Rochelle Isle_of_San_Souci
USC00302020 44.5000 -75.2667 De_Kalb_Junction St._Lawrence_County
USC00302031 42.7672 -74.1711 Schenectady_County New_York
USC00302036 42.2558 -74.9128 Delaware_County New_York
USC00302039 42.3000 -74.9333 Delaware_County New_York
USC00302045 43.2667 -75.4333 Rome Canterbury_Hill
USC00302047 43.2736 -75.4272 Rome Canterbury_Hill
USC00302060 42.0628 -75.4264 Deposit Broome_County
USC00302071 42.7000 -79.0000 Erie_County New_York
USC00302079 42.8167 -75.8833 Madison_County New_York
USC00302091 40.8000 -73.3000 Dix_Hills Suffolk_County
USC00302129 41.0072 -73.8344 Ardsley Woodlands
USC00302137 43.0833 -74.7667 Fulton_County New_York
USC00302143 43.7500 -75.3333 Lewis_County New_York
USC00302151 40.7211 -73.0908 West_Sayville Suffolk_County
USC00302164 42.0833 -75.0000 Downsville Delaware_County
USC00302169 42.0772 -74.9828 Delaware_County New_York
USC00302197 42.4717 -79.3336 Dunkirk Cordova
USC00302234 43.7500 -74.7667 Hamilton_County New_York
USC00302236 42.9331 -73.3667 Rensselaer_County New_York
USC00302239 43.9167 -75.2000 Lewis_County New_York
USC00302277 42.9000 -77.4333 Ontario_County New_York
USC00302282 41.4000 -73.5833 Sodom Putnam_County
USC00302286 42.4394 -73.5028 Columbia_County New_York
USC00302291 40.9333 -73.8000 New_Rochelle Beechmont
USC00302302 42.2833 -74.9167 Delhi East_Delhi
USC00302351 42.7000 -76.1167 Cortland_County New_York
USC00302356 42.7167 -76.1167 Cortland_County New_York
USC00302362 42.2500 -74.1833 Greene_County New_York
USC00302366 42.2356 -74.1433 Greene_County New_York
USC00302454 42.3328 -75.2297 Delaware_County New_York
USC00302462 42.9833 -73.5500 Washington_County New_York
USC00302506 42.6500 -78.9000 Eden Erie_County
USC00302517 42.1333 -74.2333 Edgewood Greene_County
USC00302526 42.6833 -75.2500 Edmeston Otsego_County
USC00302547 43.0667 -78.1667 Genesee_County New_York
USC00302554 44.2139 -73.5986 Elizabethtown Essex_County
USC00302562 42.1667 -74.1667 Greene_County New_York
USC00302574 44.9131 -73.8222 Clinton_County New_York
USC00302582 41.7167 -74.4000 Ellenville Ulster_County
USC00302587 41.7167 -74.4000 Ellenville Ulster_County
USC00302599 42.8500 -78.6333 Elma_Center Erie_County
USC00302610 42.0997 -76.8358 Elmira Chemung_County
USC00302627 42.0858 -76.0878 Endicott Broome_County
USC00302666 43.0167 -74.5333 Fulton_County New_York
USC00302683 42.7667 -74.2500 Schenectady_County New_York
USC00302686 42.4500 -74.2833 Schoharie_County New_York
USC00302720 43.1500 -74.9000 Herkimer_County New_York
USC00302760 40.7500 -73.4333 East_Farmingdale Suffolk_County
USC00302780 43.0333 -76.0167 Fayetteville Onondaga_County
USC00302829 41.9667 -75.1833 Delaware_County New_York
USC00302862 42.8333 -76.5500 Cayuga_County New_York
USC00302868 40.7667 -73.8667 New_York East_Elmhurst
USC00302888 42.9667 -74.4167 Montgomery_County New_York
USC00302917 43.4333 -75.2167 Woodhull Oneida_County
USC00302934 44.0333 -75.7667 Fort_Drum Jefferson_County
USC00302941 42.9500 -74.2833 Tribes_Hill Church_Corners
USC00302946 43.2667 -79.0667 Fort_Niagara_Beach Niagara_County
USC00302953 42.9383 -74.6228 Fort_Plain Montgomery_County
USC00302964 40.8000 -73.8000 New_York Queens
USC00303010 43.0667 -75.1167 Harbor Herkimer_County
USC00303020 42.3333 -75.1667 Brooklyn Delaware_County
USC00303025 42.3294 -78.4636 Franklinville Cattaraugus_County
USC00303033 42.4497 -79.3120 Fredonia Reed_Corners
USC00303038 42.3667 -74.0667 Greene_County New_York
USC00303042 40.6667 -73.6000 Freeport Nassau_County
USC00303050 42.5192 -76.3311 Tompkins_County New_York
USC00303065 42.1378 -78.2372 Allegany_County New_York
USC00303069 42.1908 -78.1458 Allegany_County New_York
USC00303070 42.1667 -78.2000 Allegany_County New_York
USC00303076 41.9667 -74.5500 Ulster_County New_York
USC00303087 43.3050 -76.3939 Fulton Oswego_County
USC00303102 44.4333 -74.1667 Franklin_County New_York
USC00303124 42.7000 -77.4000 Ontario_County New_York
USC00303125 43.2000 -73.6500 Saratoga_County New_York
USC00303128 43.0000 -77.7833 Garbutt Monroe_County
USC00303138 41.6833 -74.1500 Gardiner Ireland_Corners
USC00303144 41.3458 -74.4872 Orange_County New_York
USC00303152 41.2167 -74.0000 Thiells Felters_Corners
USC00303165 42.4833 -75.9333 Cortland_County New_York
USC00303177 42.8833 -77.0000 Ontario_County New_York
USC00303182 42.8833 -77.0167 Ontario_County New_York
USC00303184 42.8767 -77.0308 Ontario_County New_York
USC00303250 43.7117 -75.4258 Lewis_County New_York
USC00303251 42.0167 -74.1333 West_Hurley Ulster_County
USC00303259 41.5167 -73.9333 Groveville Dutchess_County
USC00303281 43.3000 -73.6667 West_Glens_Falls Warren_County
USC00303284 43.3247 -73.6781 Paradise_Beach Glens_Falls_North
USC00303289 43.3167 -73.6500 Glens_Falls Warren_County
USC00303299 43.2833 -73.6667 Saratoga_County New_York
USC00303319 43.0492 -74.3592 Gloversville Kingsboro
USC00303322 43.1150 -74.4236 Fulton_County New_York
USC00303324 43.1000 -74.4333 Fulton_County New_York
USC00303346 44.3539 -75.5122 St._Lawrence_County New_York
USC00303352 42.4667 -78.9500 Cattaraugus_County New_York
USC00303354 42.4833 -78.9333 Erie_County New_York
USC00303360 42.7833 -73.4667 Rensselaer_County New_York
USC00303365 41.8500 -74.5333 Sullivan_County New_York
USC00303373 42.3667 -74.4833 Delaware_County New_York
USC00303381 42.9667 -78.9667 Erie_County New_York
USC00303416 43.1333 -75.1167 Herkimer_County New_York
USC00303444 42.3239 -75.7711 Greene Chenango_County
USC00303452 43.1167 -73.8333 Saratoga_County New_York
USC00303464 41.1019 -72.3731 Greenport Stirling
USC00303468 43.1167 -73.5000 Washington_County New_York
USC00303503 42.1667 -74.5333 Delaware_County New_York
USC00303508 43.2242 -75.3997 Rome Oneida_County
USC00303520 42.6667 -77.7667 Groveland_Station Livingston_County
USC00303566 42.2333 -74.4833 Greene_County New_York
USC00303567 42.2167 -74.4667 Greene_County New_York
USC00303575 42.0000 -75.3833 Broome_County New_York
USC00303590 42.7517 -78.8911 Wanakah Mount_Vernon
USC00303591 42.7275 -78.8811 Erie_County New_York
USC00303602 42.8167 -75.5333 Hamilton Madison_County
USC00303616 42.4000 -77.2333 Steuben_County New_York
USC00303617 42.4000 -77.2500 Steuben_County New_York
USC00303619 42.4333 -77.1500 Steuben_County New_York
USC00303636 41.9500 -75.2833 Hancock Delaware_County
USC00303662 44.5333 -73.5667 Clinton_County New_York
USC00303669 42.1500 -75.6167 Broome_County New_York
USC00303714 42.0167 -75.1167 Delaware_County New_York
USC00303722 42.4206 -77.5675 Steuben_County New_York
USC00303766 42.5000 -76.8833 Schuyler_County New_York
USC00303769 42.4850 -78.9367 Erie_County New_York
USC00303773 42.7742 -77.6083 Livingston_County New_York
USC00303781 40.7167 -73.6333 Garden_City Nassau_County
USC00303786 40.6833 -73.6667 West_Hempstead Lakeview
USC00303792 44.0333 -75.6500 Jefferson_County New_York
USC00303825 40.7667 -73.5333 Hicksville Nassau_County
USC00303831 43.4000 -74.5333 Hamilton_County New_York
USC00303839 41.8333 -74.1333 Stone_Ridge Bruceville
USC00303851 43.5753 -75.5208 Lewis_County New_York
USC00303856 43.5833 -75.5167 Lewis_County New_York
USC00303864 42.1333 -74.4833 Pine_Hill Ulster_County
USC00303881 43.2833 -77.7833 Hilton Parma_Center
USC00303889 43.3000 -75.1500 Oneida_County New_York
USC00303916 43.3833 -74.7333 Hamilton_County New_York
USC00303919 40.8333 -73.0833 Lake_Ronkonkoma Suffolk_County
USC00303938 42.6333 -76.2000 Homer Cortland_County
USC00303941 43.1000 -74.0167 Saratoga_County New_York
USC00303953 41.7500 -74.3833 Ulster_County New_York
USC00303955 42.7919 -77.5136 Honeoye Ontario_County
USC00303957 42.9500 -77.5833 Honeoye_Falls North_Bloomfield
USC00303959 41.8500 -73.6833 Dutchess_County New_York
USC00303961 43.8525 -75.7158 Lewis_County New_York
USC00303965 42.9000 -73.3500 Hoosick_Falls Rensselaer_County
USC00303970 43.3117 -74.2478 Hamilton_County New_York
USC00303983 42.3489 -77.7044 Steuben_County New_York
USC00303986 42.1500 -76.8333 Chemung_County New_York
USC00304024 42.2500 -73.7833 Hudson Oakdale
USC00304025 42.2500 -73.8000 Hudson Oakdale
USC00304045 42.2333 -78.2333 Allegany_County New_York
USC00304052 42.2000 -74.2167 Greene_County New_York
USC00304070 42.4272 -76.1253 Cortland_County New_York
USC00304102 43.7550 -74.2692 Hamilton_County New_York
USC00304105 44.0000 -75.3667 Lewis_County New_York
USC00304111 43.0667 -74.7667 Fulton_County New_York
USC00304174 42.4492 -76.4492 Tompkins_County New_York
USC00304182 43.0167 -74.9167 Herkimer_County New_York
USC00304206 42.1000 -79.2500 Jamestown Chautauqua_County
USC00304207 42.1100 -79.1592 Chautauqua_County New_York
USC00304208 42.1167 -79.2333 Jamestown Chautauqua_County
USC00304234 41.7833 -74.9333 Jeffersonville Kohlertown
USC00304271 42.9167 -73.5167 Rensselaer_County New_York
USC00304332 44.1833 -73.8000 Essex_County New_York
USC00304348 42.7833 -76.3667 Cayuga_County New_York
USC00304353 43.3333 -78.0333 Orleans_County New_York
USC00304415 42.6667 -76.6167 Cayuga_County New_York
USC00304424 41.9333 -74.0000 Kingston Rondout
USC00304429 41.9167 -73.9833 Kingston Rondout
USC00304450 42.0000 -78.5167 Cattaraugus_County New_York
USC00304472 42.4000 -74.8000 Delaware_County New_York
USC00304473 42.4167 -74.8000 Delaware_County New_York
USC00304486 41.7833 -74.4000 Ulster_County New_York
USC00304520 44.1000 -74.0000 Essex_County New_York
USC00304525 42.2500 -74.9000 Delaware_County New_York
USC00304529 43.4333 -73.7167 Lake_George Warren_County
USC00304530 43.4333 -73.7167 Lake_George Warren_County
USC00304531 40.8667 -73.1167 Lake_Grove Suffolk_County
USC00304533 42.0667 -74.1833 Ulster_County New_York
USC00304537 43.2614 -73.8342 Warren_County New_York
USC00304555 44.2489 -73.9850 Essex_County New_York
USC00304563 40.8333 -73.1333 Lake_Ronkonkoma Suffolk_County
USC00304575 42.4486 -74.4653 Schoharie_County New_York
USC00304613 40.9333 -73.7500 Orienta Westchester_County
USC00304632 40.7333 -73.9333 Calvary_Cemetery Long_Island_City
USC00304647 44.7583 -74.6692 St._Lawrence_County New_York
USC00304673 42.8167 -75.2667 Madison_County New_York
USC00304685 42.9833 -78.0000 Le_Roy Genesee_County
USC00304686 42.4833 -73.3667 Columbia_County New_York
USC00304698 42.5833 -78.0333 Livingston_County New_York
USC00304706 41.9500 -74.8333 Sullivan_County New_York
USC00304715 43.1833 -79.0500 Queenston Riverside_Manors
USC00304717 43.1333 -78.9667 Niagara_County New_York
USC00304723 42.2333 -74.3333 Jewett_Center Greene_County
USC00304731 41.8017 -74.7400 Sullivan_County New_York
USC00304754 42.7000 -75.8833 Chenango_County New_York
USC00304767 42.8833 -78.1667 Genesee_County New_York
USC00304772 42.0636 -77.1467 Steuben_County New_York
USC00304782 42.3500 -76.0000 Lisle Broome_County
USC00304784 42.3833 -76.1000 Broome_County New_York
USC00304791 43.0603 -74.8686 Little_Falls Herkimer_County
USC00304796 43.0333 -74.8667 Little_Falls Herkimer_County
USC00304801 43.0167 -74.7833 Indian_Castle Herkimer_County
USC00304808 42.2472 -78.8125 Cattaraugus_County New_York
USC00304836 42.6703 -76.4722 Cayuga_County New_York
USC00304844 43.1392 -78.6814 South_Lockport Niagara_County
USC00304849 43.2000 -78.6333 Niagara_County New_York
USC00304912 43.7928 -75.4828 Lowville Lewis_County
USC00304939 43.3392 -78.3892 Orleans_County New_York
USC00304940 43.3167 -78.3833 Lyndonville Orleans_County
USC00304942 43.1000 -77.0000 Wayne_County New_York
USC00304944 43.6167 -75.3667 Lyons_Falls Kosterville
USC00304952 43.0731 -77.3019 Macedon Wayne_County
USC00304957 43.9500 -76.1167 Sackets_Harbor Jewettville
USC00304984 43.3167 -76.1000 Oswego_County New_York
USC00304995 44.8500 -74.3833 Franklin_County New_York
USC00304996 44.8419 -74.3081 Malone Malone_Junction
USC00305032 42.3833 -74.3167 Schoharie_County New_York
USC00305072 42.9833 -76.3833 Onondaga_County New_York
USC00305110 41.1833 -73.8333 Claremont Westchester_County
USC00305113 42.4694 -75.0106 Otsego_County New_York
USC00305120 42.0500 -74.8167 Delaware_County New_York
USC00305129 44.9833 -74.7833 St._Lawrence_County New_York
USC00305142 40.9900 -72.5119 Mattituck Suffolk_County
USC00305171 43.0000 -76.7667 Mays_Point Seneca_County
USC00305180 42.2394 -79.5078 Chautauqua_County New_York
USC00305199 43.6167 -75.1167 Lewis_County New_York
USC00305231 42.8833 -73.6833 Saratoga_County New_York
USC00305233 42.4422 -76.7586 Schuyler_County New_York
USC00305235 40.8167 -72.9833 Medford Suffolk_County
USC00305236 43.2092 -78.3894 Medina Orleans_County
USC00305248 42.8500 -73.6167 Rensselaer_County New_York
USC00305255 43.0500 -73.9000 Saratoga_County New_York
USC00305276 41.8000 -74.4331 Ulster_County New_York
USC00305283 41.3833 -73.6500 Putnam_County New_York
USC00305291 42.6000 -74.3167 West_Middleburgh Schoharie_County
USC00305310 41.4603 -74.4489 Pilgrim_Corners Orange_County
USC00305312 41.4333 -74.4167 Middletown Orange_County
USC00305334 41.8553 -73.6700 Dutchess_County New_York
USC00305346 41.9500 -73.5167 State_Line Dutchess_County
USC00305377 40.7328 -73.6183 Garden_City Nassau_County
USC00305380 40.7494 -73.6233 Mineola Nassau_County
USC00305382 40.7333 -73.6500 Garden_City_Golf_Club Garden_City
USC00305388 41.7333 -74.2333 Lake_Minnewaska Ulster_County
USC00305426 41.7681 -74.1550 Butterville Ulster_County
USC00305429 44.8167 -74.5667 Franklin_County New_York
USC00305435 41.5703 -74.7931 Sullivan_County New_York
USC00305438 43.7611 -75.6803 Lewis_County New_York
USC00305441 41.0500 -71.9500 Montauk Montauk_Beach
USC00305489 43.3833 -74.7333 Hamilton_County New_York
USC00305512 42.8417 -75.7264 Madison_County New_York
USC00305540 40.9833 -73.8667 Hastings-on-Hudson Westchester_County
USC00305560 42.4667 -73.4000 Columbia_County New_York
USC00305580 43.2000 -73.7500 Mount_McGregor_Correctional_Facility Saratoga_County
USC00305597 42.7314 -77.9053 Livingston_County New_York
USC00305604 42.4500 -76.3667 Ellis Tompkins_County
USC00305606 40.9331 -73.0192 Mount_Sinai Crystal_Brook
USC00305618 40.9000 -73.8333 Mount_Vernon Westchester_County
USC00305635 42.6167 -77.4000 Naples Ontario_County
USC00305639 41.5667 -75.0167 Sullivan_County New_York
USC00305658 43.9500 -74.8333 Hamilton_County New_York
USC00305671 41.8333 -74.6500 Sullivan_County New_York
USC00305673 42.3000 -78.9000 Cattaraugus_County New_York
USC00305675 42.2833 -78.9167 Cattaraugus_County New_York
USC00305676 42.3114 -78.9083 Cattaraugus_County New_York
USC00305679 43.0467 -77.0842 Newark Wayne_County
USC00305682 42.2464 -76.1767 Tioga_County New_York
USC00305687 42.6167 -75.3333 New_Berlin Chenango_County
USC00305692 42.6167 -75.4333 Chenango_County New_York
USC00305711 43.9667 -74.2167 Essex_County New_York
USC00305714 43.9708 -74.2219 Essex_County New_York
USC00305728 41.6333 -73.8833 Red_Oaks_Mill Dutchess_County
USC00305743 42.2333 -74.7000 Delaware_County New_York
USC00305748 42.5000 -75.2500 Otsego_County New_York
USC00305751 43.2097 -75.6453 Oneida_County New_York
USC00305759 41.6833 -74.1333 Gardiner Ireland_Corners
USC00305769 43.2000 -74.9167 Herkimer_County New_York
USC00305796 40.5939 -73.9808 New_York Gravesend
USC00305798 40.6000 -73.9667 New_York Gravesend
USC00305799 40.8667 -73.8833 New_York Fordham
USC00305804 40.7333 -73.9333 Calvary_Cemetery Long_Island_City
USC00305806 40.8500 -73.9167 New_York Morris_Heights
USC00305816 40.7000 -74.0167 New_York New_York
USC00305821 40.6333 -74.1167 West_Brighton New_York
USC00305840 43.1003 -78.9436 Love_Canal Niagara_County
USC00305869 44.8053 -74.9997 St._Lawrence_County New_York
USC00305917 42.5167 -77.4667 Steuben_County New_York
USC00305925 43.6611 -73.8969 Warren_County New_York
USC00305965 44.4833 -75.7167 St._Lawrence_County New_York
USC00305987 43.5333 -74.9500 Herkimer_County New_York
USC00306019 40.9000 -73.3500 Northport Vernon_Valley
USC00306028 43.1833 -76.8833 North_Rose Wayne_County
USC00306042 42.3500 -74.2833 Greene_County New_York
USC00306047 43.0219 -78.8467 North_Tonawanda Green_Acres_Valley
USC00306062 43.1592 -74.2042 Fulton_County New_York
USC00306085 42.5117 -75.5197 Chenango_County New_York
USC00306098 43.8667 -75.1833 Lewis_County New_York
USC00306111 42.4000 -74.1500 Greene_County New_York
USC00306119 41.5000 -74.6500 Sullivan_County New_York
USC00306138 40.6328 -73.6269 Oceanside Baldwin_Harbor
USC00306164 44.7281 -75.4442 Ogdensburg St._Lawrence_County
USC00306168 41.7333 -74.0667 Ohioville Ulster_County
USC00306179 43.7000 -75.0000 Thendara Herkimer_County
USC00306184 43.7025 -74.9839 Old_Forge Herkimer_County
USC00306196 42.0736 -78.4517 Olean South_Olean
USC00306217 42.4603 -75.0642 Oneonta Otsego_County
USC00306224 42.4500 -75.0667 Oneonta Otsego_County
USC00306225 42.4500 -75.0667 Oneonta Otsego_County
USC00306229 42.4500 -75.0000 Otsego_County New_York
USC00306232 42.4667 -75.0667 State_University_of_New_York_College_at_Oneonta Oneonta
USC00306275 41.1500 -72.2667 Orient Suffolk_County
USC00306301 41.1500 -73.8667 Claremont Ossining
USC00306306 44.1833 -75.0667 St._Lawrence_County New_York
USC00306314 43.4622 -76.4933 Oswego Oswego_County
USC00306322 42.4667 -75.2000 Otsego_County New_York
USC00306346 42.6167 -76.8167 Seneca_County New_York
USC00306356 42.0811 -76.3178 Tioga_County New_York
USC00306365 42.5000 -75.7333 Chenango_County New_York
USC00306368 40.8667 -73.5333 Oyster_Bay Nassau_County
USC00306375 43.4000 -76.3000 Oswego_County New_York
USC00306376 43.3319 -76.2692 Oswego_County New_York
USC00306411 44.6333 -74.8333 St._Lawrence_County New_York
USC00306426 41.9000 -74.8167 Livingston_Manor Sullivan_County
USC00306441 40.7967 -73.0014 Medford Suffolk_County
USC00306459 44.4333 -74.2667 Keese_Mill Franklin_County
USC00306464 42.9294 -78.0319 Genesee_County New_York
USC00306479 41.9333 -74.3833 Peekamoose Ulster_County
USC00306510 42.6711 -77.0628 Penn_Yan Yates_County
USC00306517 42.6667 -77.1833 Yates_County New_York
USC00306523 42.7214 -78.0083 Perry Wyoming_County
USC00306524 42.4833 -76.7000 Schuyler_County New_York
USC00306525 42.4647 -79.0031 Perrysburg Cattaraugus_County
USC00306527 42.4500 -79.0167 Cattaraugus_County New_York
USC00306538 44.5658 -73.5700 Clinton_County New_York
USC00306549 42.7333 -73.3000 Rensselaer_County New_York
USC00306557 44.1333 -75.7000 Jefferson_County New_York
USC00306562 41.4333 -74.3667 Mechanicstown Orange_County
USC00306567 42.0864 -74.3142 Phoenicia Woodland
USC00306570 42.0675 -74.3356 Woodland Ulster_County
USC00306579 43.0667 -76.2833 Westerlea Onondaga_County
USC00306623 43.4614 -74.5231 Hamilton_County New_York
USC00306649 42.1389 -74.0914 Platte_Clove Greene_County
