US10RMHS145 40.5268 -105.1113 Fort_Collins Fort_Collins
US1ALBL0008 33.9400 -86.6300 Town_of_Cleveland Town_of_Cleveland
US1ALBL0009 33.9416 -86.4555 Oneonta Oneonta
US1ALBL0011 34.1855 -86.4510 Brooksville Brooksville
US1ALBL0013 33.9153 -86.3464 Blount_County Blount_County
US1ALBL0015 33.8481 -86.9452 Town_of_Hayden Town_of_Hayden
US1ALBL0018 33.8713 -86.7518 Town_of_Hayden Town_of_Hayden
US1ALBL0020 34.0752 -86.5563 Town_of_Blountsville Town_of_Blountsville
US1ALBL0021 34.2305 -86.4792 Brooksville Brooksville
US1ALBR0001 31.7060 -85.6116 Clio Clio
US1ALBR0002 31.8976 -85.1416 Eufaula Eufaula
US1ALBR0003 31.8939 -85.1619 Eufaula Eufaula
US1ALBT0001 31.8589 -86.8405 Forest_Home Forest_Home
US1ALBW0001 30.5483 -87.8887 Fairhope Fairhope
US1ALBW0003 30.6424 -87.9076 Daphne Daphne
US1ALBW0004 30.6220 -87.9014 Daphne Daphne
US1ALBW0005 30.2902 -87.5099 Baldwin_County Baldwin_County
US1ALBW0008 30.3439 -87.7848 Baldwin_County Baldwin_County
US1ALBW0009 30.4030 -87.6766 Foley Foley
US1ALBW0011 30.2968 -87.5425 Orange_Beach Orange_Beach
US1ALBW0013 30.5667 -87.9005 Baldwin_County Baldwin_County
US1ALBW0015 30.3002 -87.5539 Orange_Beach Orange_Beach
US1ALBW0017 30.4702 -87.6607 Summerdale Summerdale
US1ALBW0019 30.3876 -87.4666 Town_of_Elberta Town_of_Elberta
US1ALBW0020 30.4624 -87.7678 Town_of_Summerdale Town_of_Summerdale
US1ALBW0023 30.3908 -87.6167 Town_of_Elberta Town_of_Elberta
US1ALBW0026 30.6216 -87.7578 Loxley Loxley
US1ALBW0027 30.3032 -87.5624 Orange_Beach Orange_Beach
US1ALBW0028 30.6720 -87.8982 Spanish_Fort Spanish_Fort
US1ALBW0030 30.5235 -87.8260 Baldwin_County Baldwin_County
US1ALBW0031 30.3789 -87.6975 Foley Foley
US1ALBW0032 30.5566 -87.9013 Fairhope Fairhope
US1ALBW0033 30.5272 -87.8835 Fairhope Fairhope
US1ALBW0035 30.2864 -87.5688 Orange_Beach Orange_Beach
US1ALBW0036 30.6759 -87.8563 Daphne Daphne
US1ALBW0038 30.5309 -87.8101 Baldwin_County Baldwin_County
US1ALBW0039 30.4675 -87.9115 Point_Clear Point_Clear
US1ALBW0040 30.5072 -87.9083 Point_Clear Point_Clear
US1ALBW0041 30.5170 -87.8455 Fairhope Fairhope
US1ALBW0042 30.5106 -87.9070 Fairhope Fairhope
US1ALBW0043 30.5464 -87.9005 Fairhope Fairhope
US1ALBW0045 30.4880 -87.8002 Baldwin_County Baldwin_County
US1ALBW0049 30.5403 -87.9020 Fairhope Fairhope
US1ALBW0052 30.3500 -87.7656 Baldwin_County Baldwin_County
US1ALBW0053 30.3718 -87.6195 Baldwin_County Baldwin_County
US1ALBW0054 30.4410 -87.8947 Baldwin_County Baldwin_County
US1ALBW0057 30.6214 -87.8684 Baldwin_County Baldwin_County
US1ALBW0058 30.6849 -87.8683 Baldwin_County Baldwin_County
US1ALBW0059 31.0359 -87.7413 Stockton Stockton
US1ALBW0060 30.6077 -87.9081 Daphne Daphne
US1ALBW0065 30.5324 -87.7440 Baldwin_County Baldwin_County
US1ALBW0066 30.3146 -87.7116 Baldwin_County Baldwin_County
US1ALBW0068 30.6750 -87.9115 Spanish_Fort Spanish_Fort
US1ALBW0071 30.5166 -87.8474 Fairhope Fairhope
US1ALCB0001 32.8151 -85.1748 Shawmut Shawmut
US1ALCB0002 32.8693 -85.1992 Shawmut Shawmut
US1ALCB0004 32.8161 -85.1733 Shawmut Shawmut
US1ALCE0001 34.4811 -85.5221 Cherokee_County Cherokee_County
US1ALCF0003 31.4278 -85.8800 Coffee_County Coffee_County
US1ALCF0004 31.3361 -85.8709 Enterprise Enterprise
US1ALCH0001 32.8750 -86.6411 Clanton Clanton
US1ALCH0003 32.8341 -86.4768 Chilton_County Chilton_County
US1ALCH0006 32.9613 -86.6694 Mineral_Springs Mineral_Springs
US1ALCK0003 31.6447 -87.8540 Town_of_Grove_Hill Town_of_Grove_Hill
US1ALCK0004 31.6365 -87.8256 Walker_Springs Walker_Springs
US1ALCK0005 31.5215 -87.8945 Jackson Jackson
US1ALCM0001 34.0438 -87.0030 Bremen Bremen
US1ALCM0003 34.1703 -86.7624 Welti Welti
US1ALCM0004 34.0656 -86.7354 Hanceville Hanceville
US1ALCM0005 34.2424 -86.8629 Vinemont Vinemont
US1ALCM0006 34.1004 -86.9320 Logan Logan
US1ALCM0008 34.1778 -86.9958 Logan Logan
US1ALCM0010 34.1448 -86.8371 Carrol_Acres Carrol_Acres
US1ALCM0012 34.2413 -86.8639 Vinemont Vinemont
US1ALCM0013 34.0290 -86.7665 Cullman_County Cullman_County
US1ALCM0016 34.2835 -86.9144 Vinemont Vinemont
US1ALCN0001 33.8333 -85.7523 Eastwood Eastwood
US1ALCN0004 33.7019 -85.7032 Choccolocco Choccolocco
US1ALCN0005 33.7069 -85.8421 Hillcrest Hillcrest
US1ALCN0007 33.7757 -85.7357 Choccolocco Choccolocco
US1ALCN0008 33.7623 -85.8182 Weaver Weaver
US1ALCN0009 33.7540 -85.8370 Calhoun_County Calhoun_County
US1ALCS0001 33.0445 -86.2311 Stewartville Stewartville
US1ALCS0002 33.0783 -86.2064 Coosa_County Coosa_County
US1ALCS0003 32.8217 -86.0534 Town_of_Rockford Town_of_Rockford
US1ALCS0007 32.8021 -86.0054 Town_of_Rockford Town_of_Rockford
US1ALCS0008 32.8252 -86.4164 Town_of_Rockford Town_of_Rockford
US1ALCT0001 34.6224 -87.7941 Town_of_Littleville Town_of_Littleville
US1ALCT0002 34.8122 -87.9625 Town_of_Cherokee Town_of_Cherokee
US1ALCT0003 34.7440 -87.6785 Muscle_Shoals Muscle_Shoals
US1ALCT0004 34.7293 -87.6472 East_Haven East_Haven
US1ALCT0005 34.7655 -87.6813 Sheffield_Heights Sheffield_Heights
US1ALCT0006 34.6758 -88.0533 Town_of_Cherokee Town_of_Cherokee
US1ALCT0007 34.6066 -87.6706 Littleville Littleville
US1ALCT0010 34.6870 -87.6844 Town_of_Littleville Town_of_Littleville
US1ALCT0012 34.6854 -88.0248 Town_of_Cherokee Town_of_Cherokee
US1ALCT0014 34.7754 -87.4736 Town_of_Leighton Town_of_Leighton
US1ALCT0016 34.7486 -87.6447 East_Haven East_Haven
US1ALCT0019 34.6073 -87.6694 Littleville Littleville
US1ALCW0001 31.9956 -88.2941 Choctaw_County Choctaw_County
US1ALDK0007 34.3452 -86.0482 Town_of_Geraldine Town_of_Geraldine
US1ALDK0008 34.5346 -85.7563 Sylvania Sylvania
US1ALDK0009 34.4431 -85.7159 Fort_Payne Fort_Payne
US1ALDK0010 34.5387 -85.9115 DeKalb_County DeKalb_County
US1ALDK0012 34.4719 -85.8429 Rainsville Rainsville
US1ALDK0013 34.4844 -85.6105 Fort_Payne Fort_Payne
US1ALDL0001 31.4759 -85.6614 Ozark Ozark
US1ALDL0002 31.6071 -85.4310 Echo Echo
US1ALDL0006 31.4254 -85.6768 Ozark Ozark
US1ALDL0011 31.3039 -85.7896 Dale_County Dale_County
US1ALDS0001 32.4042 -87.0546 Selma Selma
US1ALEL0004 32.5504 -86.3845 Millbrook Millbrook
US1ALEL0005 32.5422 -86.3783 Millbrook Millbrook
US1ALEL0006 32.5161 -86.3972 Town_of_Elmore Town_of_Elmore
US1ALEL0007 32.4895 -86.1468 Elmore_County Elmore_County
US1ALEL0010 32.4785 -86.1786 Blue_Ridge Blue_Ridge
US1ALEL0012 32.6267 -86.1276 Elmore_County Elmore_County
US1ALEL0014 32.5127 -86.3996 Town_of_Elmore Town_of_Elmore
US1ALEL0016 32.5801 -86.0938 Elmore_County Elmore_County
US1ALEL0017 32.6908 -86.2046 Titus Titus
US1ALEL0018 32.6784 -86.1402 Titus Titus
US1ALEL0022 32.5741 -86.2877 Town_of_Deatsville Town_of_Deatsville
US1ALEL0024 32.5149 -86.3851 Millbrook Millbrook
US1ALEL0027 32.4540 -86.1137 Emerald_Mountain Emerald_Mountain
US1ALEL0028 32.4984 -86.0922 Elmore_County Elmore_County
US1ALES0001 31.0566 -87.1668 Escambia_County Escambia_County
US1ALET0001 34.1527 -85.8922 Etowah_County Etowah_County
US1ALET0002 34.1650 -85.9265 Etowah_County Etowah_County
US1ALET0004 34.0879 -85.9863 Etowah_County Etowah_County
US1ALFR0001 34.4806 -87.8644 Belgreen Belgreen
US1ALFR0006 34.3705 -87.8036 Town_of_Phil_Campbell Town_of_Phil_Campbell
US1ALFR0007 34.3922 -87.7520 Town_of_Phil_Campbell Town_of_Phil_Campbell
US1ALFY0001 33.8303 -87.8117 Fayette_County Fayette_County
US1ALFY0002 33.6802 -87.8320 Fayette Fayette
US1ALFY0003 33.7140 -87.8309 Fayette Fayette
US1ALFY0005 33.7193 -87.8208 Fayette Fayette
US1ALHL0002 33.0200 -87.6450 Tuscaloosa_County Tuscaloosa_County
US1ALHN0002 31.6974 -85.1513 Shorterville Shorterville
US1ALHS0003 31.2423 -85.4364 Dothan Dothan
US1ALHS0004 31.2172 -85.4172 Dothan Dothan
US1ALHS0006 31.2261 -85.6143 Houston_County Houston_County
US1ALHS0009 31.2088 -85.4831 Houston_County Houston_County
US1ALHS0011 31.2355 -85.4892 Dothan Dothan
US1ALJC0001 34.8731 -86.2959 Princeton Princeton
US1ALJC0003 34.8057 -86.2483 Princeton Princeton
US1ALJC0004 34.5801 -86.0997 Scottsboro Scottsboro
US1ALJC0006 34.7927 -86.1266 Princeton Princeton
US1ALJC0007 34.5502 -86.0794 Langston Langston
US1ALJC0008 34.6388 -86.2577 Town_of_Paint_Rock Town_of_Paint_Rock
US1ALJC0009 34.7015 -86.0978 Scottsboro Scottsboro
US1ALJC0010 34.6222 -86.0379 Scottsboro Scottsboro
US1ALJC0012 34.7345 -86.2100 Pleasant_Groves Pleasant_Groves
US1ALJC0013 34.8950 -85.7940 Jackson_County Jackson_County
US1ALJC0014 34.5994 -86.0290 Scottsboro Scottsboro
US1ALJC0015 34.6859 -85.9678 Jackson_County Jackson_County
US1ALJC0016 34.6863 -85.8796 Town_of_Pisgah Town_of_Pisgah
US1ALJF0002 33.4782 -86.7837 Homewood Homewood
US1ALJF0003 33.4600 -86.7616 Abington_Green Abington_Green
US1ALJF0004 33.5790 -86.7121 Birmingham Birmingham
US1ALJF0007 33.6153 -86.6242 Tutwiler_Farm Tutwiler_Farm
US1ALJF0008 33.6592 -86.8017 Gardendale Gardendale
US1ALJF0010 33.7831 -86.8030 Kimberly Kimberly
US1ALJF0011 33.4511 -86.7672 Vestavia_Hills Vestavia_Hills
US1ALJF0012 33.5725 -86.6909 Birmingham Birmingham
US1ALJF0017 33.6834 -86.6777 Pinson Pinson
US1ALJF0020 33.3583 -86.8643 Hoover Hoover
US1ALJF0024 33.7029 -86.5275 Trussville Trussville
US1ALJF0025 33.4885 -86.8923 Belview_Heights Belview_Heights
US1ALJF0033 33.2522 -86.9866 Greenwood Greenwood
US1ALJF0034 33.4927 -86.7546 Mountain_Brook Mountain_Brook
US1ALJF0035 33.4145 -86.8142 Montreat Montreat
US1ALJF0036 33.6847 -86.5972 Trussville Trussville
US1ALJF0037 33.3790 -86.9775 Bessemer Bessemer
US1ALJF0038 33.7247 -86.5579 Clay Clay
US1ALJF0039 33.4349 -86.7558 Westbrook_Trace Westbrook_Trace
US1ALJF0040 33.6606 -86.5315 Trussville Trussville
US1ALJF0042 33.6229 -86.6206 Tutwiler_Farm Tutwiler_Farm
US1ALJF0044 33.4296 -86.7459 Westbrook_Trace Westbrook_Trace
US1ALJF0046 33.3800 -86.7836 Windover Windover
US1ALJF0047 33.3963 -86.8399 Belle_Terre Belle_Terre
US1ALJF0048 33.4101 -86.8547 Mill_Run Mill_Run
US1ALJF0053 33.6523 -86.6167 Trussville Trussville
US1ALJF0054 33.4497 -87.0179 Hueytown Hueytown
US1ALJF0057 33.5121 -86.7428 Mountain_Brook Mountain_Brook
US1ALLD0001 34.7949 -87.6746 Six_Points Six_Points
US1ALLD0002 34.8633 -87.3027 Town_of_Rogersville Town_of_Rogersville
US1ALLD0004 34.7921 -87.6789 Florence Florence
US1ALLD0006 34.8729 -87.4960 Town_of_Killen Town_of_Killen
US1ALLD0008 34.8376 -87.4847 Town_of_Killen Town_of_Killen
US1ALLD0009 34.9129 -87.8829 Town_of_Waterloo Town_of_Waterloo
US1ALLD0010 34.9569 -87.9194 Town_of_Waterloo Town_of_Waterloo
US1ALLD0012 34.9776 -87.5097 Town_of_Killen Town_of_Killen
US1ALLD0013 34.9739 -87.5338 Town_of_Killen Town_of_Killen
US1ALLD0016 34.8449 -87.6498 Morningdale Morningdale
US1ALLD0018 34.8648 -87.2563 Town_of_Rogersville Town_of_Rogersville
US1ALLD0020 34.8598 -87.6721 Florence Florence
US1ALLD0023 34.8337 -87.6580 Morningdale Morningdale
US1ALLD0025 34.8350 -87.5697 Lauderdale_County Lauderdale_County
US1ALLD0026 34.9026 -87.5992 Lauderdale_County Lauderdale_County
US1ALLD0029 34.8578 -87.2947 Town_of_Rogersville Town_of_Rogersville
US1ALLD0031 34.9349 -87.2450 Town_of_Rogersville Town_of_Rogersville
US1ALLD0032 34.8107 -87.6666 Six_Points Six_Points
US1ALLD0034 34.8877 -87.7030 Underwood-Petersville Underwood-Petersville
US1ALLD0035 34.8320 -87.2790 Town_of_Rogersville Town_of_Rogersville
US1ALLD0039 34.9102 -87.8082 Cloverdale Cloverdale
US1ALLE0003 32.7108 -85.2297 Beulah Beulah
US1ALLE0004 32.5949 -85.4711 Forestdale Forestdale
US1ALLE0005 32.5617 -85.4581 Auburn Auburn
US1ALLE0006 32.4474 -85.3663 Lee_County Lee_County
US1ALLE0007 32.5844 -85.5930 Lee_County Lee_County
US1ALLE0008 32.4961 -85.3952 Lee_County Lee_County
US1ALLE0012 32.6327 -85.4605 Village_Hills Village_Hills
US1ALLM0001 33.7016 -88.0926 Lamar_County Lamar_County
US1ALLR0001 34.5419 -87.1762 Lawrence_County Lawrence_County
US1ALLR0002 34.5382 -87.2378 Lawrence_County Lawrence_County
US1ALLR0005 34.5819 -87.1109 Lawrence_County Lawrence_County
US1ALLR0007 34.4972 -87.2300 Lawrence_County Lawrence_County
US1ALLS0002 34.8044 -86.8304 Limestone_County Limestone_County
US1ALLS0003 34.7853 -87.0363 Limestone_County Limestone_County
US1ALLS0004 34.7384 -86.7946 Town_of_Mooresville Town_of_Mooresville
US1ALLS0008 34.9352 -86.9723 Elkmont Elkmont
US1ALLS0009 34.8246 -87.0094 Limestone_County Limestone_County
US1ALLS0010 34.8490 -86.9987 Limestone_County Limestone_County
US1ALLS0015 34.8327 -87.1698 Salem Salem
US1ALLS0019 34.7866 -86.9123 Limestone_County Limestone_County
US1ALLS0022 34.7577 -86.9159 Athens Athens
US1ALLS0023 34.7869 -86.9536 Cloverleaf Cloverleaf
US1ALLS0025 34.9157 -86.9990 Limestone_County Limestone_County
US1ALLS0026 34.7098 -86.8057 Madison Madison
US1ALLS0028 34.7779 -86.8645 Limestone_County Limestone_County
US1ALMB0001 30.6079 -88.2585 Grand_Bay Grand_Bay
US1ALMB0004 30.6900 -88.1300 Mobile Mobile
US1ALMB0010 30.6309 -88.2739 Alderbrook Alderbrook
US1ALMB0011 30.5682 -88.2331 Theodore Theodore
US1ALMB0014 30.9156 -88.1240 Mobile_County Mobile_County
US1ALMB0015 30.4899 -88.1637 Theodore Theodore
US1ALMB0016 30.6951 -88.1594 Mobile Mobile
US1ALMB0017 30.5656 -88.2135 Theodore Theodore
US1ALMB0018 30.8170 -88.0757 Saraland Saraland
US1ALMB0021 30.4541 -88.1386 Theodore Theodore
US1ALMB0022 30.4781 -88.3507 Grand_Bay Grand_Bay
US1ALMB0023 30.5733 -88.1900 Mobile_County Mobile_County
US1ALMB0024 30.7370 -88.2740 Mobile_County Mobile_County
US1ALMB0028 30.5018 -88.1698 Theodore Theodore
US1ALMB0032 30.5117 -88.3218 Grand_Bay Grand_Bay
US1ALMB0034 30.6402 -88.1755 Mobile Mobile
US1ALMB0035 30.6596 -88.2124 Tanner_Williams Tanner_Williams
US1ALMB0037 30.7093 -88.1850 Mobile Mobile
US1ALMB0039 30.6181 -88.2920 Grand_Bay Grand_Bay
US1ALMB0041 30.4411 -88.1196 Theodore Theodore
US1ALMB0042 30.6091 -88.2413 Mobile_County Mobile_County
US1ALMB0044 30.6811 -88.1195 Mobile Mobile
US1ALMB0047 30.6808 -88.0888 Mobile Mobile
US1ALMB0049 30.6710 -88.1080 Brookwood Brookwood
US1ALMB0050 30.6036 -88.0986 Mobile Mobile
US1ALMB0056 30.6686 -88.1667 El_Monte El_Monte
US1ALMB0058 30.9475 -88.1604 Mobile_County Mobile_County
US1ALMB0059 30.5667 -88.2410 Theodore Theodore
US1ALMB0060 30.6075 -88.2404 Mobile_County Mobile_County
US1ALMB0061 30.6186 -88.2779 Grand_Bay Grand_Bay
US1ALMB0062 31.0907 -88.0101 Mount_Vernon Mount_Vernon
US1ALMB0063 30.6117 -88.3342 Tanner_Williams Tanner_Williams
US1ALMB0066 30.6849 -88.0783 Mobile Mobile
US1ALMB0067 30.2538 -88.1368 Dauphin_Island Dauphin_Island
US1ALMC0001 32.4200 -85.5600 Macon_County Macon_County
US1ALMC0002 32.5601 -85.6735 Notasulga Notasulga
US1ALMD0001 34.6362 -86.5364 Bravo Bravo
US1ALMD0002 34.6651 -86.3654 Town_of_Gurley Town_of_Gurley
US1ALMD0003 34.6996 -86.5574 Westbury Westbury
US1ALMD0004 34.6470 -86.5530 Huntsville Huntsville
US1ALMD0005 34.8164 -86.7661 Madison_County Madison_County
US1ALMD0006 34.9352 -86.5835 Hazel_Green Hazel_Green
US1ALMD0007 34.7018 -86.7278 Brentwood Brentwood
US1ALMD0010 34.6202 -86.5590 Hillwood Hillwood
US1ALMD0012 34.5999 -86.5813 Green_Cove_Meadows Green_Cove_Meadows
US1ALMD0013 34.9134 -86.4513 Hazel_Green Hazel_Green
US1ALMD0015 34.8056 -86.4872 Madison_County Madison_County
US1ALMD0017 34.7731 -86.4266 New_Market New_Market
US1ALMD0018 34.5973 -86.5400 Fox_Run Fox_Run
US1ALMD0020 34.6005 -86.5827 Green_Cove_Meadows Green_Cove_Meadows
US1ALMD0023 34.5899 -86.4446 Owens_Cross_Roads Owens_Cross_Roads
US1ALMD0025 34.7337 -86.5565 Huntsville Huntsville
US1ALMD0026 34.7283 -86.7168 Indian_Hills Indian_Hills
US1ALMD0028 34.7381 -86.5321 Mountain_Heights Mountain_Heights
US1ALMD0029 34.6126 -86.5395 Fox_Run Fox_Run
US1ALMD0030 34.6136 -86.5555 Hillwood Hillwood
US1ALMD0031 34.7200 -86.7361 Madison_Highlands Madison_Highlands
US1ALMD0032 34.7888 -86.7728 French_Hill French_Hill
US1ALMD0033 34.6706 -86.5150 Huntsville Huntsville
US1ALMD0036 34.8211 -86.5094 Moores_Mill Moores_Mill
US1ALMD0040 34.6670 -86.4850 Huntsville Huntsville
US1ALMD0041 34.7631 -86.6180 Huntsville Huntsville
US1ALMD0042 34.6689 -86.4946 Huntsville Huntsville
US1ALMD0043 34.5618 -86.3966 Madison_County Madison_County
US1ALMD0045 34.8089 -86.7846 Madison_County Madison_County
US1ALMD0046 34.7921 -86.7763 French_Hill French_Hill
US1ALMD0047 34.6447 -86.5267 Huntsville Huntsville
US1ALMD0048 34.6392 -86.5369 Bravo Bravo
US1ALMD0050 34.7270 -86.7453 Rolling_Woods Rolling_Woods
US1ALMD0052 34.7278 -86.5289 Mountain_Heights Mountain_Heights
US1ALMD0053 34.6688 -86.7289 Brentwood Brentwood
US1ALMD0054 34.6520 -86.5583 Lily_Flagg Lily_Flagg
US1ALMD0057 34.8155 -86.7530 Madison_County Madison_County
US1ALMD0059 34.7856 -86.7114 Madison_County Madison_County
US1ALMD0067 34.5678 -86.4440 Owens_Cross_Roads Owens_Cross_Roads
US1ALMD0069 34.7296 -86.7048 Indian_Hills Indian_Hills
US1ALMD0071 34.7857 -86.7375 Northwood Northwood
US1ALMD0072 34.7366 -86.5311 Mountain_Heights Mountain_Heights
US1ALMD0074 34.7043 -86.7228 Brentwood Brentwood
US1ALMD0076 34.5312 -86.5045 Madison_County Madison_County
US1ALMD0077 34.6333 -86.4861 Huntsville Huntsville
US1ALMD0082 34.8169 -86.7272 Madison_County Madison_County
US1ALMD0083 34.9869 -86.6437 Madison_Crossroads Madison_Crossroads
US1ALMG0001 34.5827 -86.9444 Albany Albany
US1ALMG0003 34.5131 -86.9227 Decatur Decatur
US1ALMG0009 34.3638 -86.8217 Town_of_Falkville Town_of_Falkville
US1ALMG0012 34.4907 -86.6328 Laceys_Spring Laceys_Spring
US1ALMG0014 34.4552 -86.7744 Town_of_Somerville Town_of_Somerville
US1ALMG0016 34.5211 -86.8797 Priceville Priceville
US1ALMG0017 34.5148 -86.9146 Decatur Decatur
US1ALMG0024 34.4223 -86.9375 Hartselle Hartselle
US1ALMG0026 34.5185 -86.9745 Decatur Decatur
US1ALMN0002 31.5094 -87.3332 Monroeville Monroeville
US1ALMN0003 31.2875 -87.6418 Uriah Uriah
US1ALMN0004 31.4072 -87.3071 Town_of_Frisco_City Town_of_Frisco_City
US1ALMR0001 33.9793 -87.9214 Guin Guin
US1ALMR0004 34.1257 -88.0405 Hamilton Hamilton
US1ALMS0001 34.2639 -86.2063 Albertville Albertville
US1ALMS0002 34.3397 -86.5434 Arab Arab
US1ALMS0004 34.2890 -86.1270 Marshall_County Marshall_County
US1ALMS0005 34.3200 -86.3335 Guntersville Guntersville
US1ALMS0006 34.3306 -86.2925 Guntersville_Shores Guntersville_Shores
US1ALMS0007 34.2662 -86.2745 Marshall_County Marshall_County
US1ALMS0010 34.3824 -86.3868 Town_of_Union_Grove Town_of_Union_Grove
US1ALMS0011 34.3648 -86.2361 Guntersville Guntersville
US1ALMS0013 34.2785 -86.2912 Marshall_County Marshall_County
US1ALMS0015 34.4630 -86.3406 Town_of_Grant Town_of_Grant
US1ALMS0018 34.3400 -86.2675 Marshall_County Marshall_County
US1ALMS0019 34.2494 -86.3931 Marshall_County Marshall_County
US1ALMS0020 34.4222 -86.5691 Town_of_Union_Grove Town_of_Union_Grove
US1ALMS0021 34.2368 -86.1708 Albertville Albertville
US1ALMS0022 34.3424 -86.2131 Marshall_County Marshall_County
US1ALMS0023 34.3324 -86.4245 Marshall_County Marshall_County
US1ALMS0027 34.2747 -86.2369 Albertville Albertville
US1ALMS0029 34.3562 -86.3525 Smith_Shores Smith_Shores
US1ALMY0001 32.3357 -86.2194 Georgetown Georgetown
US1ALMY0004 32.3862 -86.2273 College_Grove College_Grove
US1ALMY0006 32.0323 -86.2056 Ramer Ramer
US1ALMY0007 32.3772 -86.2575 Forest_Hills Forest_Hills
US1ALMY0009 32.3788 -86.2159 Montgomery_East Montgomery_East
US1ALMY0010 32.3816 -86.3437 Western_Hills Western_Hills
US1ALPC0001 33.0516 -88.2953 Pickens_County Pickens_County
US1ALPK0001 31.7941 -85.9453 Woodland_Hills Woodland_Hills
US1ALRN0001 33.1593 -85.3523 Roanoke Roanoke
US1ALRN0002 33.2034 -85.3485 Randolph_County Randolph_County
US1ALRN0003 33.1342 -85.5886 Town_of_Wadley Town_of_Wadley
US1ALRN0004 33.1786 -85.3042 Randolph_County Randolph_County
US1ALRS0001 32.4948 -85.0295 Phenix_City Phenix_City
US1ALRS0002 32.5031 -85.0404 Phenix_City Phenix_City
US1ALRS0003 32.2918 -85.1893 Russell_County Russell_County
US1ALSC0001 33.5105 -86.2523 Pell_City Pell_City
US1ALSC0002 33.7281 -86.4794 Springville Springville
US1ALSC0003 33.4885 -86.3252 Saint_Clair_County Saint_Clair_County
US1ALSC0004 33.7081 -86.3255 Town_of_Ragland Town_of_Ragland
US1ALSC0005 33.4823 -86.3069 Saint_Clair_County Saint_Clair_County
US1ALSC0006 33.5834 -86.4633 Moody Moody
US1ALSC0007 33.8349 -86.3896 Saint_Clair_County Saint_Clair_County
US1ALSC0008 33.7068 -86.1842 Town_of_Ragland Town_of_Ragland
US1ALSC0009 33.5526 -86.2062 Saint_Clair_County Saint_Clair_County
US1ALSC0011 33.8083 -86.2996 Saint_Clair_County Saint_Clair_County
US1ALSC0012 33.7216 -86.4478 Saint_Clair_County Saint_Clair_County
US1ALSH0001 33.1483 -86.7762 Shelby_County Shelby_County
US1ALSH0002 33.4631 -86.5874 Dunavant Dunavant
US1ALSH0004 33.3890 -86.7105 Meadowbrook Meadowbrook
US1ALSH0005 33.4380 -86.6755 Brook_Highland Brook_Highland
US1ALSH0006 33.2811 -86.8304 Helena Helena
US1ALSH0011 33.3986 -86.6673 Shelby_County Shelby_County
US1ALSH0012 33.2666 -86.8210 Alabaster Alabaster
US1ALSH0013 33.2185 -86.8587 Alabaster Alabaster
US1ALSH0014 33.4446 -86.6212 Hoover Hoover
US1ALSH0015 33.3503 -86.7649 Valdawood Valdawood
US1ALSH0016 33.3963 -86.6353 Shelby_County Shelby_County
US1ALSH0019 33.2045 -86.8172 Alabaster Alabaster
US1ALSH0020 33.4101 -86.7407 Shelby_County Shelby_County
US1ALSH0021 33.4051 -86.7359 Hoover Hoover
US1ALSH0022 33.2462 -86.7903 Alabaster Alabaster
US1ALSH0023 33.2736 -86.7616 Pelham Pelham
US1ALSH0024 33.1429 -86.7717 Shelby_County Shelby_County
US1ALSH0025 33.2753 -86.8268 Helena Helena
US1ALSH0026 33.3476 -86.8127 Hoover Hoover
US1ALSH0027 33.3106 -86.7982 Indian_Hills Indian_Hills
US1ALSH0030 33.2500 -86.8282 Alabaster Alabaster
US1ALSH0032 33.2390 -86.8512 Alabaster Alabaster
US1ALSH0033 33.3171 -86.8012 Indian_Hills Indian_Hills
US1ALSH0034 33.2431 -86.8493 Alabaster Alabaster
US1ALSH0036 33.1073 -86.8604 Montevallo Montevallo
US1ALSH0037 33.3350 -86.6270 Chelsea Chelsea
US1ALSH0041 33.1790 -86.7820 Shelby_County_Airport Shelby_County_Airport
US1ALSH0043 33.2275 -86.8553 Alabaster Alabaster
US1ALSH0046 33.2267 -86.7511 Shelby_County Shelby_County
US1ALSH0048 33.4198 -86.6378 Hoover Hoover
US1ALSH0052 33.1954 -86.8344 Alabaster Alabaster
US1ALSH0055 33.3111 -86.8144 Pelham Pelham
US1ALSH0057 33.2735 -86.8134 Pelham Pelham
US1ALSH0058 33.2495 -86.7810 Pelham Pelham
US1ALSM0001 32.5813 -88.1904 Livingston Livingston
US1ALTG0002 33.4441 -86.3110 Talladega_County Talladega_County
US1ALTG0003 33.4860 -85.9938 Talladega_County Talladega_County
US1ALTG0006 33.2243 -86.3195 Talladega_County Talladega_County
US1ALTG0007 33.4094 -86.0921 Talladega Talladega
US1ALTG0010 33.5379 -85.9708 Town_of_Munford Town_of_Munford
US1ALTG0011 33.5367 -86.1850 Lincoln Lincoln
US1ALTG0012 33.1635 -86.2517 Mignon Mignon
US1ALTP0005 32.8476 -85.8561 Tallapoosa_County Tallapoosa_County
US1ALTP0007 32.9884 -85.9492 Alexander_City Alexander_City
US1ALTP0009 32.9720 -85.9399 Alexander_City Alexander_City
US1ALTP0010 32.9702 -85.9399 Alexander_City Alexander_City
US1ALTP0011 32.8875 -85.9338 Alexander_City Alexander_City
US1ALTP0012 32.8639 -85.7357 Tallapoosa_County Tallapoosa_County
US1ALTP0013 32.7543 -85.8176 Tallapoosa_County Tallapoosa_County
US1ALTP0014 32.8271 -85.9608 Our_Town Our_Town
US1ALTP0015 32.9275 -85.9432 Alexander_City Alexander_City
